,VB,VBG,VBD,RBR,VBN,VBP,JJ,IN,genre,VBZ,DT,CD,MD,RP,NN,TO,UH,RB,NNP,NNS,PRP,WRB,PRP$,WDT,WP,CC,JJR,FW,PDT,NNPS,JJS,$,WP$,EX,RBS,POS
580,6.0,8.0,9.0,2.0,5.0,17.0,15.0,7.0,2,3.0,5.0,1.0,1.0,,36.0,,,11.0,14.0,12.0,17.0,1.0,,,,4.0,1.0,,,,,,,,,
581,15.0,6.0,10.0,1.0,,30.0,17.0,10.0,2,2.0,1.0,4.0,5.0,,60.0,6.0,,9.0,22.0,8.0,36.0,,7.0,,1.0,11.0,,,,,,,,2.0,,
582,12.0,7.0,3.0,,6.0,30.0,20.0,10.0,2,2.0,,2.0,,1.0,23.0,,,13.0,19.0,20.0,15.0,,1.0,,,,,,,,,,,,,
583,12.0,21.0,10.0,,6.0,10.0,35.0,7.0,2,19.0,1.0,,1.0,,62.0,1.0,,15.0,29.0,19.0,50.0,4.0,5.0,,,14.0,,,,4.0,,,,,,
584,15.0,6.0,10.0,1.0,,30.0,17.0,10.0,2,2.0,1.0,3.0,5.0,,59.0,6.0,,9.0,24.0,8.0,36.0,,7.0,,1.0,11.0,,,,,,,,2.0,,
585,11.0,5.0,5.0,,3.0,16.0,9.0,4.0,2,5.0,4.0,2.0,1.0,,25.0,2.0,,10.0,14.0,15.0,16.0,1.0,1.0,1.0,,9.0,1.0,,,,1.0,,,,,
586,1.0,2.0,17.0,,,29.0,9.0,15.0,2,6.0,2.0,1.0,,10.0,29.0,,,11.0,34.0,13.0,24.0,6.0,,,,9.0,1.0,,,,,,,,,
587,10.0,21.0,5.0,,3.0,26.0,21.0,2.0,2,9.0,4.0,3.0,1.0,,26.0,2.0,,7.0,33.0,16.0,22.0,3.0,1.0,1.0,,13.0,1.0,,,,1.0,,,,,
588,2.0,2.0,,,,22.0,4.0,4.0,2,,,,,,8.0,,,2.0,2.0,8.0,16.0,4.0,,,,2.0,,,,,,,,,,
589,2.0,28.0,1.0,,9.0,16.0,45.0,6.0,2,5.0,1.0,2.0,1.0,,21.0,,,7.0,54.0,12.0,11.0,2.0,1.0,,,3.0,,,,,,,,,,
590,17.0,22.0,17.0,,3.0,13.0,34.0,12.0,2,16.0,1.0,,1.0,,72.0,8.0,,17.0,16.0,25.0,40.0,5.0,6.0,,,8.0,,,,5.0,,,,,,
591,17.0,,2.0,,5.0,7.0,14.0,2.0,2,1.0,,,1.0,24.0,22.0,1.0,,73.0,33.0,4.0,15.0,,1.0,,1.0,1.0,,,,,,,,,,
592,14.0,6.0,6.0,,,16.0,13.0,7.0,2,1.0,,,3.0,,29.0,,,6.0,20.0,7.0,16.0,1.0,1.0,1.0,,,,,,,,,,,,
593,8.0,6.0,12.0,,,26.0,18.0,8.0,2,5.0,2.0,1.0,1.0,1.0,38.0,,,14.0,30.0,13.0,20.0,1.0,1.0,,,5.0,1.0,,,,,,,,,
594,6.0,19.0,2.0,,2.0,22.0,12.0,7.0,2,,,,1.0,1.0,41.0,1.0,,24.0,25.0,3.0,20.0,,,,,3.0,1.0,,,,,,,,,
595,10.0,11.0,4.0,1.0,1.0,23.0,13.0,3.0,2,1.0,,2.0,6.0,,18.0,,,10.0,23.0,9.0,33.0,2.0,3.0,,,,,,,,,,,,,
596,16.0,10.0,4.0,,5.0,23.0,22.0,5.0,2,,,1.0,6.0,,37.0,,,20.0,16.0,7.0,14.0,,1.0,,,3.0,,,,,,,,,,
597,5.0,5.0,1.0,,2.0,21.0,17.0,3.0,2,,,,6.0,1.0,15.0,,,7.0,9.0,1.0,24.0,,1.0,,,,,,,,,,,,,
598,8.0,22.0,7.0,,2.0,12.0,31.0,1.0,2,1.0,1.0,1.0,,1.0,40.0,7.0,,9.0,17.0,1.0,14.0,,,,,,,,,,,,,,,
599,12.0,17.0,3.0,,1.0,22.0,19.0,6.0,2,,,,6.0,,23.0,,,6.0,22.0,2.0,26.0,,,,,5.0,,1.0,,,,,,4.0,,
600,4.0,5.0,5.0,,1.0,12.0,17.0,9.0,2,,1.0,,,2.0,42.0,,,23.0,19.0,6.0,7.0,,8.0,,,8.0,,,,,,,,,,
601,5.0,15.0,16.0,,2.0,24.0,14.0,4.0,2,3.0,,3.0,1.0,,29.0,,,14.0,34.0,2.0,31.0,1.0,,,,2.0,,,,,,1.0,,,,
602,3.0,1.0,9.0,,,10.0,14.0,7.0,2,2.0,,,,1.0,25.0,,,12.0,25.0,5.0,8.0,,1.0,1.0,,5.0,,,,1.0,,,,,,
603,3.0,1.0,2.0,,,16.0,18.0,1.0,2,2.0,1.0,2.0,,,28.0,,,9.0,22.0,3.0,9.0,1.0,1.0,,,2.0,,,,,7.0,,,,,
604,3.0,3.0,2.0,,5.0,21.0,26.0,6.0,2,10.0,1.0,,,,10.0,,,3.0,17.0,1.0,22.0,1.0,3.0,,,2.0,,,,,,,,,,
605,25.0,3.0,9.0,,4.0,9.0,23.0,5.0,2,10.0,8.0,,1.0,1.0,47.0,,,18.0,60.0,8.0,10.0,,,,,2.0,,,,,,,,,,
606,44.0,2.0,8.0,,,23.0,19.0,10.0,2,6.0,7.0,1.0,4.0,,73.0,3.0,1.0,3.0,56.0,5.0,39.0,,,,,2.0,,,,,,,,,,
607,6.0,,4.0,1.0,,2.0,12.0,8.0,2,3.0,,,,,26.0,3.0,,8.0,41.0,4.0,5.0,,,,,,,1.0,,,,,,,,
608,15.0,8.0,3.0,,,14.0,32.0,8.0,2,1.0,,6.0,1.0,,92.0,2.0,,7.0,67.0,5.0,9.0,,,,,2.0,,,,,,,,,,
609,15.0,8.0,3.0,,,14.0,32.0,8.0,2,1.0,,6.0,1.0,,92.0,2.0,,7.0,67.0,5.0,9.0,,,,,2.0,,,,,,,,,,
610,6.0,2.0,3.0,,5.0,15.0,9.0,7.0,2,6.0,5.0,1.0,3.0,,32.0,,,11.0,32.0,7.0,11.0,2.0,1.0,,,2.0,,,,,,,,,,
611,5.0,4.0,5.0,,2.0,9.0,6.0,,2,2.0,4.0,,,,20.0,1.0,,3.0,14.0,19.0,13.0,,1.0,,,12.0,,,,,,,,,,
612,2.0,,3.0,1.0,1.0,14.0,11.0,,2,1.0,,,,1.0,32.0,3.0,,,9.0,,21.0,,,,,,,,,,,,,,,
613,3.0,,,,1.0,20.0,14.0,2.0,2,,,3.0,1.0,,23.0,,,1.0,3.0,14.0,,,,,,,,,,,,,,,,
614,8.0,2.0,16.0,1.0,15.0,17.0,22.0,5.0,2,4.0,4.0,1.0,4.0,2.0,50.0,1.0,1.0,35.0,14.0,10.0,13.0,2.0,,,1.0,,,,,,1.0,,,,,
615,13.0,2.0,,,3.0,9.0,17.0,3.0,2,2.0,2.0,,,,50.0,,,5.0,2.0,4.0,,1.0,5.0,,,,,,,,,,,,,
616,10.0,2.0,2.0,3.0,5.0,14.0,16.0,3.0,2,2.0,,11.0,1.0,1.0,48.0,,,19.0,25.0,6.0,8.0,2.0,,,,2.0,1.0,,,1.0,,,,,,
617,3.0,1.0,9.0,,,10.0,14.0,7.0,2,2.0,,,,1.0,25.0,,,12.0,25.0,5.0,8.0,,1.0,1.0,,5.0,,,,1.0,,,,,,
618,5.0,1.0,2.0,,1.0,19.0,20.0,2.0,2,2.0,1.0,2.0,1.0,1.0,30.0,,,10.0,25.0,2.0,13.0,1.0,1.0,,,3.0,,,,,7.0,,,,,
619,5.0,1.0,2.0,,1.0,19.0,20.0,2.0,2,2.0,1.0,2.0,1.0,1.0,30.0,,,10.0,25.0,2.0,13.0,1.0,1.0,,,3.0,,,,,7.0,,,,,
620,10.0,5.0,3.0,1.0,1.0,1.0,11.0,1.0,2,,,,8.0,1.0,31.0,3.0,,,12.0,1.0,12.0,,,,,,,,,,,,,,,
621,3.0,3.0,5.0,,5.0,21.0,32.0,6.0,2,7.0,,,,,10.0,1.0,,3.0,16.0,1.0,20.0,1.0,3.0,,,3.0,,,,,,,,,,
622,46.0,6.0,10.0,,,21.0,11.0,11.0,2,5.0,1.0,1.0,1.0,1.0,88.0,2.0,2.0,4.0,48.0,8.0,32.0,,,,,4.0,,,,,,,,,,
623,13.0,12.0,5.0,,,12.0,30.0,8.0,2,1.0,1.0,3.0,,,69.0,3.0,1.0,9.0,71.0,5.0,11.0,,2.0,,,,,18.0,,,,,,,,
624,4.0,3.0,3.0,1.0,1.0,7.0,11.0,,2,,,,2.0,1.0,30.0,3.0,,,10.0,1.0,13.0,,,,,,,,,,,,,,,
625,9.0,3.0,1.0,,2.0,3.0,9.0,1.0,2,3.0,4.0,,,,30.0,,,1.0,18.0,3.0,,1.0,4.0,,,,,,,,,,,,,
626,5.0,1.0,21.0,,3.0,18.0,23.0,2.0,2,6.0,1.0,,,,44.0,4.0,2.0,12.0,34.0,14.0,11.0,,,1.0,,2.0,,,,,1.0,,,,,
627,1.0,1.0,,,,11.0,4.0,3.0,2,,1.0,2.0,,,5.0,,,1.0,7.0,10.0,7.0,,,,,,,,,,,,,,,
628,1.0,2.0,1.0,,1.0,48.0,34.0,9.0,2,,,,,,43.0,1.0,,2.0,32.0,6.0,43.0,,,,,1.0,,,,,,,,,,
629,4.0,4.0,5.0,,3.0,9.0,8.0,,2,3.0,3.0,,,,23.0,1.0,,3.0,7.0,21.0,11.0,,1.0,,,7.0,,,,,,,,,,
630,3.0,1.0,1.0,,,3.0,4.0,1.0,2,1.0,1.0,,,,11.0,,,1.0,20.0,1.0,5.0,,,,,1.0,,,,,,,,,,
631,9.0,2.0,4.0,2.0,5.0,11.0,17.0,5.0,2,1.0,,11.0,1.0,3.0,37.0,,,11.0,31.0,4.0,9.0,2.0,,,2.0,2.0,1.0,,,1.0,,,,,,
632,9.0,2.0,4.0,2.0,5.0,11.0,17.0,5.0,2,1.0,,11.0,1.0,3.0,37.0,,,11.0,31.0,4.0,9.0,2.0,,,2.0,2.0,1.0,,,1.0,,,,,,
633,15.0,,4.0,,17.0,7.0,30.0,7.0,2,8.0,4.0,,2.0,,47.0,,,4.0,31.0,3.0,16.0,,,,,2.0,,,,,,,,1.0,,
634,13.0,3.0,10.0,,,12.0,29.0,5.0,2,,,10.0,,,36.0,4.0,,8.0,41.0,17.0,16.0,1.0,,,,9.0,4.0,,,,,,,,,
635,6.0,,13.0,,5.0,7.0,18.0,7.0,2,8.0,4.0,,2.0,,32.0,,,4.0,53.0,3.0,16.0,,,,,2.0,,,,,,,,1.0,,
636,3.0,,3.0,1.0,1.0,7.0,12.0,,2,1.0,,,1.0,1.0,32.0,3.0,,1.0,14.0,,14.0,,,,,,,,,,,,,,,
637,4.0,3.0,6.0,,2.0,6.0,6.0,,2,3.0,4.0,,,,20.0,1.0,,2.0,12.0,14.0,11.0,,1.0,,,8.0,,,,,,,,,,
638,4.0,12.0,2.0,,1.0,3.0,10.0,5.0,2,6.0,4.0,3.0,,1.0,34.0,,,,17.0,11.0,,3.0,3.0,,2.0,2.0,2.0,,,,,,,,,
639,10.0,2.0,8.0,,,21.0,10.0,5.0,2,5.0,2.0,,,,42.0,3.0,1.0,3.0,34.0,5.0,21.0,,,,,3.0,,,,,,,,,,
640,2.0,,,,1.0,20.0,13.0,3.0,2,1.0,,3.0,1.0,,10.0,,,2.0,23.0,15.0,14.0,,,,,1.0,,,,,,,,,,
641,1.0,,9.0,,2.0,13.0,7.0,3.0,2,3.0,5.0,,,,20.0,1.0,,7.0,29.0,4.0,16.0,,,,,,,,,,,,,,,
642,9.0,3.0,1.0,,2.0,3.0,10.0,1.0,2,3.0,4.0,,,,30.0,,,1.0,19.0,3.0,,1.0,4.0,,,,,,,,,,,,,
643,2.0,1.0,7.0,,,8.0,14.0,6.0,2,2.0,1.0,,,1.0,28.0,,,11.0,25.0,4.0,6.0,,1.0,2.0,,5.0,,,,,,,,1.0,,
644,6.0,,4.0,1.0,,2.0,12.0,8.0,2,3.0,,,,,27.0,3.0,,8.0,45.0,4.0,5.0,,,,,,,1.0,,,,,,,,
645,15.0,4.0,11.0,,,15.0,28.0,5.0,2,,,10.0,,,37.0,5.0,,8.0,46.0,16.0,19.0,2.0,,,,9.0,4.0,,,,,,,,,
646,12.0,2.0,4.0,2.0,2.0,13.0,17.0,1.0,2,1.0,,2.0,,1.0,37.0,,,14.0,47.0,6.0,11.0,2.0,,,,1.0,1.0,,,1.0,,,,,,
647,6.0,5.0,17.0,,2.0,17.0,16.0,2.0,2,3.0,2.0,,,2.0,40.0,4.0,,8.0,39.0,13.0,9.0,,,1.0,,3.0,,,,,1.0,,,,,
648,14.0,12.0,3.0,,,12.0,31.0,8.0,2,1.0,,4.0,,,67.0,3.0,1.0,8.0,72.0,8.0,10.0,,2.0,,,,,18.0,,1.0,,,,,,
649,8.0,,4.0,,10.0,7.0,24.0,7.0,2,8.0,4.0,,2.0,,40.0,,,4.0,25.0,3.0,16.0,,,,,2.0,,,,,,,,1.0,,
650,2.0,,7.0,,1.0,1.0,10.0,1.0,2,1.0,,1.0,,,68.0,,,2.0,28.0,5.0,7.0,,,,,,,,,,1.0,,,,,
651,2.0,,1.0,,,15.0,17.0,1.0,2,1.0,2.0,2.0,,,23.0,,,7.0,20.0,2.0,9.0,1.0,1.0,1.0,,3.0,,,,,7.0,,,,,
652,3.0,1.0,9.0,,,10.0,14.0,7.0,2,2.0,,,,1.0,25.0,,,12.0,25.0,5.0,8.0,,1.0,1.0,,5.0,,,,1.0,,,,,,
653,14.0,9.0,3.0,,,14.0,30.0,7.0,2,2.0,,6.0,,,100.0,2.0,2.0,7.0,66.0,5.0,9.0,,,,,1.0,,,,,,,,,,
654,3.0,1.0,2.0,,,16.0,18.0,1.0,2,2.0,1.0,2.0,,,28.0,,,9.0,22.0,3.0,9.0,1.0,1.0,,,2.0,,,,,7.0,,,,,
655,2.0,2.0,2.0,,1.0,43.0,18.0,5.0,2,,,,,,78.0,2.0,,2.0,4.0,20.0,2.0,,,,,,,,,,,,,,,
656,7.0,6.0,22.0,,3.0,19.0,14.0,2.0,2,2.0,2.0,,,,52.0,4.0,3.0,10.0,32.0,14.0,12.0,,,,,4.0,1.0,,,,1.0,,,,,
657,6.0,,4.0,1.0,,,11.0,5.0,2,5.0,,,,,39.0,4.0,,9.0,49.0,3.0,1.0,,,,,,,,,,,,,,,
658,8.0,4.0,5.0,,8.0,9.0,13.0,3.0,2,17.0,23.0,23.0,,1.0,41.0,5.0,,7.0,24.0,10.0,5.0,2.0,,,,6.0,,,,,,,,1.0,,
659,27.0,3.0,11.0,,3.0,9.0,27.0,5.0,2,9.0,5.0,,1.0,,52.0,,,15.0,53.0,7.0,7.0,,,,,2.0,,,,,,,,,,
660,8.0,2.0,16.0,1.0,15.0,17.0,22.0,5.0,2,3.0,4.0,1.0,4.0,2.0,50.0,1.0,1.0,35.0,13.0,11.0,13.0,2.0,,,1.0,,,,,,1.0,,,,,
661,13.0,2.0,,,3.0,9.0,17.0,3.0,2,2.0,2.0,,,,50.0,,,5.0,2.0,4.0,,1.0,5.0,,,,,,,,,,,,,
662,11.0,2.0,3.0,2.0,2.0,12.0,18.0,3.0,2,2.0,,11.0,1.0,1.0,43.0,,,15.0,32.0,7.0,10.0,2.0,,,,2.0,1.0,,,1.0,,,,,,
663,3.0,1.0,9.0,,,10.0,14.0,7.0,2,2.0,,,,1.0,25.0,,,12.0,25.0,5.0,8.0,,1.0,1.0,,5.0,,,,1.0,,,,,,
664,6.0,1.0,20.0,,2.0,18.0,19.0,2.0,2,4.0,2.0,,,2.0,44.0,5.0,2.0,9.0,31.0,15.0,12.0,,,1.0,,2.0,,,,,1.0,,,,,
665,4.0,,4.0,1.0,,1.0,7.0,8.0,2,2.0,,,,,18.0,1.0,,5.0,29.0,4.0,4.0,,,,,,,1.0,,,,,,,,
666,27.0,3.0,10.0,,3.0,11.0,24.0,5.0,2,9.0,8.0,,1.0,1.0,48.0,,,17.0,59.0,6.0,9.0,,,,,1.0,,,,,,,,,,
667,7.0,5.0,5.0,,8.0,11.0,14.0,3.0,2,28.0,33.0,33.0,,1.0,66.0,5.0,2.0,8.0,37.0,11.0,8.0,1.0,,,,5.0,,,,,,,,1.0,,
668,3.0,1.0,8.0,,1.0,39.0,3.0,2.0,2,5.0,30.0,,1.0,,51.0,,,3.0,19.0,2.0,15.0,,,,1.0,,,,,,,,,,,
669,3.0,3.0,,,1.0,10.0,12.0,4.0,2,1.0,2.0,,,,14.0,,,10.0,11.0,6.0,3.0,,,,,1.0,,,,,,,,,,
670,2.0,8.0,3.0,,,13.0,11.0,3.0,2,2.0,1.0,,1.0,,15.0,,,8.0,5.0,8.0,14.0,,,,,3.0,,,,,,,,,,
671,10.0,3.0,11.0,,,12.0,5.0,8.0,2,1.0,3.0,,1.0,1.0,14.0,,,4.0,31.0,5.0,20.0,,2.0,,,,,,,,,,,1.0,,
672,9.0,3.0,1.0,,,19.0,10.0,7.0,2,3.0,1.0,,,,40.0,,,4.0,15.0,11.0,14.0,11.0,2.0,,,1.0,,,,,,,,,,
673,2.0,,3.0,,,6.0,15.0,,2,3.0,,,,1.0,24.0,1.0,,5.0,14.0,2.0,2.0,4.0,,,,,,,,,,,,,,
674,6.0,1.0,1.0,,1.0,7.0,7.0,3.0,2,3.0,1.0,1.0,,,28.0,,,12.0,14.0,2.0,7.0,,2.0,,,2.0,,,,,,,,,,
675,6.0,1.0,8.0,1.0,,14.0,11.0,2.0,2,3.0,1.0,,,,31.0,1.0,,2.0,25.0,7.0,9.0,,1.0,,,,1.0,,,,,,,,,
676,6.0,,,,,13.0,7.0,1.0,2,2.0,,,5.0,,12.0,,8.0,4.0,23.0,9.0,7.0,3.0,4.0,,,3.0,,,,,,,,,,
677,2.0,5.0,7.0,,2.0,11.0,11.0,10.0,2,5.0,3.0,1.0,,,32.0,,,14.0,16.0,10.0,8.0,8.0,1.0,,,,,,,,,,,,,
678,5.0,1.0,3.0,,3.0,11.0,11.0,1.0,2,2.0,1.0,,2.0,,18.0,,,6.0,15.0,6.0,7.0,,4.0,,,,1.0,,,1.0,,,,,,
679,7.0,7.0,8.0,1.0,2.0,20.0,20.0,1.0,2,4.0,,1.0,1.0,,59.0,6.0,,16.0,36.0,3.0,22.0,,,,,3.0,,,,,,,,,,
680,13.0,9.0,9.0,,5.0,23.0,31.0,10.0,2,3.0,1.0,,1.0,1.0,53.0,7.0,,9.0,32.0,7.0,28.0,1.0,1.0,,,5.0,,,,,1.0,,,,,
681,4.0,3.0,10.0,,1.0,9.0,5.0,1.0,2,,,,,,13.0,,,12.0,9.0,3.0,7.0,2.0,,,2.0,,,,,,,,,,,
682,4.0,3.0,4.0,,3.0,21.0,18.0,6.0,2,4.0,2.0,2.0,,,28.0,2.0,,7.0,10.0,8.0,18.0,,1.0,,,4.0,,,,,,,,1.0,,
683,3.0,6.0,4.0,2.0,,22.0,24.0,6.0,2,1.0,,1.0,1.0,1.0,37.0,,,9.0,18.0,5.0,16.0,1.0,1.0,,2.0,1.0,,,,,,,,,,
684,4.0,6.0,6.0,,,16.0,11.0,7.0,2,2.0,1.0,1.0,,,30.0,1.0,,13.0,10.0,9.0,14.0,,,,,9.0,,,,,,,,,,
685,3.0,12.0,6.0,4.0,,18.0,24.0,8.0,2,1.0,1.0,1.0,1.0,,35.0,,,7.0,16.0,4.0,20.0,1.0,1.0,,1.0,1.0,,,,,,,,,,
686,6.0,2.0,7.0,,1.0,28.0,16.0,3.0,2,2.0,,2.0,,,28.0,,1.0,10.0,17.0,9.0,27.0,,,,,1.0,,,,,,,,1.0,,
687,3.0,11.0,16.0,,1.0,14.0,21.0,2.0,2,10.0,,,,,47.0,1.0,,12.0,18.0,9.0,11.0,1.0,6.0,,10.0,1.0,,,,,,,,,,
688,2.0,6.0,11.0,,2.0,14.0,26.0,2.0,2,2.0,,1.0,,1.0,29.0,1.0,,11.0,11.0,9.0,15.0,,1.0,,,,,,,,1.0,,,,,
689,3.0,12.0,6.0,4.0,,18.0,24.0,8.0,2,1.0,1.0,1.0,1.0,,35.0,,,7.0,16.0,4.0,20.0,1.0,1.0,,1.0,1.0,,,,,,,,,,
690,3.0,5.0,6.0,,1.0,17.0,6.0,6.0,2,3.0,1.0,3.0,,,34.0,1.0,,4.0,11.0,8.0,6.0,,2.0,,1.0,3.0,,,,,1.0,,,,,
691,4.0,,10.0,,6.0,11.0,11.0,2.0,2,3.0,2.0,,,,22.0,,,11.0,16.0,15.0,17.0,1.0,1.0,,,2.0,,,,,1.0,,,1.0,,
692,,8.0,8.0,,1.0,10.0,7.0,4.0,2,2.0,,,,,9.0,,,,6.0,23.0,18.0,,,,,,,,,,,,,,,
693,14.0,5.0,19.0,,3.0,34.0,28.0,8.0,2,6.0,8.0,,2.0,1.0,38.0,4.0,,10.0,15.0,16.0,39.0,1.0,1.0,,4.0,5.0,4.0,,,,,,,1.0,,
694,3.0,9.0,10.0,,1.0,14.0,13.0,8.0,2,,,1.0,2.0,2.0,29.0,1.0,,4.0,13.0,12.0,12.0,2.0,,,,,,,,,,,,1.0,,
695,10.0,2.0,7.0,,5.0,25.0,25.0,2.0,2,,2.0,5.0,2.0,2.0,47.0,,,18.0,14.0,5.0,24.0,,1.0,,,,,,,,,,,,,
696,1.0,6.0,16.0,,3.0,20.0,4.0,13.0,3,,,10.0,,3.0,23.0,3.0,1.0,27.0,9.0,2.0,67.0,2.0,2.0,,,2.0,,,,,1.0,,,,,
697,8.0,11.0,21.0,,1.0,7.0,22.0,32.0,3,2.0,3.0,,1.0,2.0,48.0,1.0,,34.0,59.0,9.0,6.0,6.0,6.0,,2.0,1.0,,2.0,,,,,,,,
698,8.0,1.0,5.0,,3.0,22.0,16.0,8.0,3,4.0,5.0,,1.0,3.0,26.0,,,18.0,17.0,8.0,14.0,,11.0,6.0,6.0,2.0,3.0,,,,6.0,,,,,
699,9.0,2.0,2.0,,,35.0,21.0,1.0,3,3.0,1.0,,3.0,,25.0,2.0,,19.0,17.0,3.0,40.0,2.0,9.0,,,9.0,,,,,,,,,,
700,5.0,2.0,7.0,1.0,4.0,19.0,18.0,6.0,3,2.0,2.0,,2.0,,43.0,4.0,,9.0,47.0,8.0,15.0,1.0,1.0,,,3.0,,,,,,,,1.0,,
701,8.0,8.0,1.0,6.0,8.0,16.0,13.0,3.0,3,8.0,2.0,,,2.0,25.0,3.0,,2.0,39.0,10.0,30.0,,3.0,,,3.0,,,,,,,,,,
702,8.0,8.0,1.0,6.0,8.0,16.0,13.0,3.0,3,8.0,2.0,,,2.0,25.0,3.0,,2.0,39.0,10.0,30.0,,3.0,,,3.0,,,,,,,,,,
703,4.0,7.0,15.0,,3.0,11.0,22.0,5.0,3,9.0,4.0,,,,20.0,,,6.0,24.0,3.0,36.0,,1.0,,1.0,1.0,,,,,1.0,,,,,
704,2.0,3.0,7.0,,2.0,3.0,10.0,4.0,3,4.0,1.0,2.0,1.0,,31.0,,,5.0,42.0,5.0,2.0,,,,,3.0,,2.0,,,,,,,,
705,15.0,,,3.0,2.0,39.0,12.0,9.0,3,,4.0,,,,19.0,6.0,,10.0,13.0,2.0,56.0,,1.0,,,3.0,,,,,,,,,,
706,8.0,3.0,,,,29.0,8.0,3.0,3,,,,,,15.0,,,3.0,12.0,6.0,34.0,,8.0,,,,,,,,,,,,,
707,15.0,3.0,5.0,,,26.0,13.0,6.0,3,5.0,1.0,,,,31.0,,,5.0,27.0,1.0,20.0,1.0,4.0,,,,,,,,,,,,,
708,21.0,1.0,5.0,,1.0,21.0,10.0,3.0,3,6.0,3.0,,,,32.0,2.0,,9.0,32.0,16.0,25.0,,4.0,,,6.0,2.0,,,,,,,,,
709,,2.0,12.0,,1.0,16.0,19.0,2.0,3,,,,,,31.0,,,3.0,54.0,2.0,39.0,,,,,,,,,,,,,,,
710,9.0,6.0,3.0,,1.0,50.0,12.0,,3,1.0,2.0,1.0,4.0,,20.0,,,5.0,15.0,20.0,67.0,12.0,4.0,,,,2.0,,,,,,,,,
711,4.0,7.0,2.0,3.0,,16.0,10.0,13.0,3,14.0,4.0,,2.0,,38.0,,,16.0,7.0,5.0,19.0,2.0,33.0,,,4.0,,,,,,,,,,
712,2.0,3.0,1.0,,1.0,13.0,10.0,6.0,3,6.0,8.0,,,,25.0,,,1.0,35.0,5.0,3.0,,,,1.0,2.0,1.0,,,,,,,,,
713,21.0,,,,3.0,24.0,5.0,11.0,3,1.0,4.0,,10.0,1.0,3.0,5.0,,4.0,66.0,5.0,45.0,,12.0,,2.0,1.0,,,,,,,,,,
714,11.0,1.0,3.0,,8.0,17.0,38.0,8.0,3,5.0,3.0,2.0,3.0,,25.0,,,8.0,30.0,19.0,15.0,1.0,,,,6.0,,,,,,,,,,
715,5.0,1.0,5.0,,3.0,9.0,5.0,7.0,3,,4.0,,,,15.0,,,7.0,34.0,5.0,15.0,,5.0,,,,,,,,,,,1.0,,
716,15.0,3.0,5.0,,,26.0,13.0,6.0,3,5.0,1.0,,,,31.0,,,5.0,27.0,1.0,20.0,1.0,4.0,,,,,,,,,,,,,
717,2.0,,3.0,,4.0,13.0,17.0,11.0,3,1.0,4.0,,1.0,,37.0,,,8.0,9.0,8.0,4.0,1.0,,,,1.0,,,,,,,,,,
718,1.0,2.0,1.0,,,2.0,3.0,3.0,3,9.0,3.0,,,,1.0,,,2.0,23.0,6.0,14.0,,1.0,,,,,,,,,,,,,
719,3.0,1.0,2.0,,1.0,10.0,13.0,9.0,3,2.0,,2.0,,,39.0,,,1.0,30.0,7.0,,1.0,1.0,,,2.0,,,,,,,,11.0,,
720,15.0,7.0,16.0,,4.0,21.0,26.0,20.0,3,,1.0,,,2.0,29.0,,,16.0,25.0,12.0,22.0,1.0,4.0,,,1.0,,,,,,,,,,
721,1.0,2.0,1.0,,,2.0,3.0,3.0,3,9.0,3.0,,,,1.0,,,2.0,23.0,6.0,14.0,,1.0,,,,,,,,,,,,,
722,2.0,1.0,3.0,,,15.0,27.0,,3,,,,,,44.0,,,,39.0,2.0,2.0,,,,,,,,,,,,,,,
723,5.0,7.0,3.0,,1.0,12.0,12.0,5.0,3,6.0,,1.0,1.0,6.0,8.0,,,15.0,11.0,3.0,18.0,,,,,1.0,,,,,,,,,,
724,3.0,1.0,8.0,,1.0,10.0,3.0,7.0,3,3.0,2.0,,,,6.0,2.0,,6.0,15.0,1.0,21.0,,1.0,,,,,,,1.0,1.0,,,1.0,,
725,7.0,1.0,1.0,1.0,18.0,,7.0,3.0,3,,,,5.0,,53.0,,,3.0,10.0,3.0,2.0,17.0,3.0,,,5.0,,,,,,,,6.0,,
726,3.0,4.0,21.0,,,4.0,11.0,6.0,3,7.0,4.0,,,3.0,25.0,2.0,2.0,6.0,46.0,2.0,9.0,9.0,,,,,,,,,,,,,,
727,,5.0,11.0,,4.0,9.0,7.0,4.0,3,,1.0,2.0,,,27.0,,,4.0,15.0,7.0,10.0,2.0,,,,4.0,,,,,,,,,,
728,12.0,,,,,5.0,1.0,4.0,3,4.0,1.0,,1.0,,18.0,2.0,,16.0,26.0,1.0,4.0,4.0,,,,,,,,,,,,,,
729,1.0,2.0,2.0,,3.0,4.0,8.0,6.0,3,10.0,1.0,,,,19.0,,,7.0,9.0,2.0,17.0,,3.0,,,8.0,,,,,,,,2.0,,
730,2.0,1.0,3.0,,,15.0,27.0,,3,,,,,,44.0,,,,39.0,2.0,2.0,,,,,,,,,,,,,,,
731,3.0,1.0,2.0,,,3.0,16.0,1.0,3,3.0,,,3.0,,25.0,,,5.0,42.0,2.0,4.0,1.0,,,,2.0,,,,,,,,,,
732,1.0,9.0,9.0,,1.0,,8.0,,3,,,,1.0,,18.0,,,9.0,32.0,2.0,2.0,,,,,,,,,,,,,,,
733,2.0,1.0,3.0,,,15.0,27.0,,3,,,,,,44.0,,,,39.0,2.0,2.0,,,,,,,,,,,,,,,
