,VB,VBG,VBD,RBR,VBN,VBP,JJ,IN,genre,VBZ,DT,CD,MD,RP,NN,TO,UH,RB,NNP,NNS,PRP,WRB,PRP$,WDT,WP,CC,JJR,FW,PDT,NNPS,JJS,$,WP$,EX,RBS,POS
285,9.0,12.0,4.0,,3.0,14.0,33.0,17.0,2,7.0,6.0,1.0,,12.0,39.0,,,7.0,43.0,20.0,3.0,,,,,,1.0,,,,,,,,,
286,7.0,5.0,4.0,1.0,1.0,3.0,11.0,8.0,2,3.0,1.0,5.0,,,16.0,,,8.0,30.0,6.0,9.0,,3.0,,,,2.0,,,,,,,,,
287,3.0,2.0,,,3.0,10.0,14.0,6.0,2,2.0,4.0,1.0,,1.0,16.0,,,5.0,33.0,12.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,
288,5.0,9.0,7.0,,2.0,13.0,6.0,14.0,1,2.0,8.0,3.0,3.0,,75.0,1.0,2.0,11.0,51.0,3.0,18.0,1.0,27.0,1.0,1.0,3.0,1.0,,,,,,,,,
289,1.0,,,,,1.0,2.0,1.0,1,,1.0,,,,,1.0,,,21.0,,2.0,,,,1.0,1.0,,,,,,,,,,
290,7.0,8.0,6.0,,1.0,26.0,18.0,10.0,1,1.0,3.0,,,,26.0,2.0,1.0,7.0,35.0,4.0,29.0,1.0,4.0,1.0,1.0,3.0,,,,,,,,,,
291,10.0,6.0,3.0,1.0,2.0,16.0,18.0,9.0,1,4.0,9.0,1.0,1.0,1.0,56.0,1.0,1.0,22.0,36.0,10.0,14.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,
292,11.0,4.0,6.0,,,13.0,32.0,5.0,1,6.0,6.0,3.0,3.0,,52.0,5.0,,11.0,49.0,9.0,22.0,1.0,4.0,,2.0,7.0,4.0,,,,,,,,,
293,17.0,3.0,7.0,1.0,,13.0,12.0,14.0,1,3.0,10.0,3.0,1.0,1.0,75.0,1.0,,31.0,41.0,10.0,11.0,6.0,7.0,2.0,1.0,2.0,,,,,,,,,,
294,13.0,5.0,3.0,,2.0,27.0,41.0,10.0,1,14.0,7.0,7.0,4.0,,51.0,1.0,8.0,11.0,46.0,13.0,22.0,2.0,3.0,,1.0,8.0,,,,,,,,,,
295,4.0,3.0,5.0,,5.0,25.0,22.0,20.0,1,6.0,4.0,3.0,,,44.0,1.0,1.0,6.0,50.0,8.0,32.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,
296,34.0,7.0,4.0,1.0,6.0,13.0,19.0,4.0,1,5.0,3.0,,,5.0,36.0,10.0,,21.0,40.0,9.0,13.0,6.0,9.0,,4.0,12.0,,,,,9.0,,,1.0,,
297,1.0,,,,,1.0,2.0,2.0,1,,,1.0,,,,1.0,,,19.0,,2.0,,,,1.0,1.0,,,,,,,,,,
298,2.0,,,,1.0,1.0,1.0,2.0,1,,2.0,,1.0,,1.0,1.0,,,16.0,,3.0,,,,1.0,1.0,,,,,,,,,,
299,11.0,,3.0,,2.0,26.0,10.0,4.0,1,2.0,1.0,1.0,2.0,,58.0,2.0,,17.0,28.0,17.0,18.0,,2.0,,1.0,1.0,1.0,,,,,,,,,
300,1.0,,,,1.0,1.0,1.0,1.0,1,,1.0,1.0,,,,1.0,,,20.0,,2.0,,,,1.0,1.0,,,,,,,,,,
301,14.0,2.0,1.0,,,8.0,18.0,3.0,1,1.0,2.0,11.0,,,89.0,2.0,,3.0,60.0,8.0,6.0,,2.0,,2.0,3.0,,4.0,,,,,,,,
302,17.0,2.0,6.0,,3.0,20.0,51.0,6.0,1,17.0,,1.0,4.0,,104.0,8.0,,14.0,63.0,7.0,20.0,4.0,12.0,,1.0,13.0,4.0,,,,,,,,,
303,16.0,6.0,3.0,,1.0,31.0,19.0,9.0,1,1.0,1.0,5.0,2.0,,37.0,5.0,,18.0,37.0,9.0,27.0,2.0,1.0,,1.0,2.0,1.0,,,,,,,,,
304,1.0,,,,,1.0,2.0,2.0,1,,,1.0,,,,1.0,,,19.0,,2.0,,,,1.0,1.0,,,,,,,,,,
305,7.0,7.0,2.0,,3.0,16.0,13.0,7.0,1,4.0,4.0,1.0,4.0,1.0,40.0,2.0,,13.0,31.0,7.0,14.0,2.0,4.0,,1.0,9.0,,,,,,,,,,
306,1.0,,,,,1.0,2.0,2.0,1,,,1.0,,,,1.0,,,20.0,,2.0,,,,1.0,1.0,,,,,,,,,,
307,13.0,10.0,9.0,,,42.0,42.0,9.0,1,1.0,3.0,5.0,1.0,,64.0,2.0,1.0,4.0,41.0,10.0,39.0,,,,4.0,2.0,,,,,,,,,,
308,2.0,1.0,4.0,,1.0,3.0,8.0,4.0,1,1.0,1.0,2.0,1.0,,24.0,3.0,,4.0,33.0,4.0,4.0,,2.0,,1.0,1.0,,,,,,,,,,
309,9.0,2.0,2.0,,2.0,16.0,11.0,4.0,1,4.0,2.0,,4.0,,15.0,1.0,,16.0,22.0,6.0,15.0,3.0,3.0,,1.0,2.0,,,,,1.0,,,,,
310,23.0,,1.0,,,21.0,6.0,12.0,1,4.0,1.0,1.0,1.0,,37.0,3.0,6.0,32.0,51.0,,22.0,1.0,1.0,,1.0,7.0,2.0,,,,2.0,,,4.0,,
311,9.0,6.0,5.0,,,12.0,31.0,5.0,1,6.0,4.0,3.0,1.0,,46.0,5.0,,10.0,46.0,7.0,16.0,1.0,5.0,,1.0,6.0,4.0,,,,,,,,,
312,18.0,1.0,4.0,,1.0,27.0,11.0,10.0,1,2.0,2.0,2.0,5.0,1.0,43.0,1.0,2.0,10.0,46.0,4.0,18.0,,3.0,,1.0,5.0,,,,,,,,,3.0,
313,7.0,,,,,4.0,3.0,2.0,1,,1.0,2.0,1.0,,9.0,1.0,,,28.0,3.0,3.0,1.0,,,2.0,1.0,,,,,,,,,,
314,15.0,7.0,6.0,,1.0,18.0,15.0,4.0,1,5.0,4.0,1.0,4.0,,51.0,7.0,3.0,9.0,48.0,9.0,13.0,7.0,3.0,,1.0,6.0,,,,,1.0,,,,,
315,49.0,,6.0,,,90.0,27.0,18.0,1,3.0,1.0,2.0,2.0,,44.0,23.0,5.0,17.0,36.0,7.0,92.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,2.0,,
316,21.0,5.0,9.0,,4.0,18.0,23.0,14.0,1,11.0,4.0,4.0,2.0,4.0,64.0,5.0,1.0,34.0,39.0,8.0,11.0,,7.0,1.0,1.0,8.0,,,,,,,,,,
317,9.0,,1.0,,,24.0,14.0,6.0,1,3.0,2.0,2.0,2.0,,36.0,1.0,1.0,15.0,32.0,11.0,19.0,2.0,1.0,1.0,1.0,4.0,,,,,,,,,,
318,4.0,2.0,5.0,,1.0,5.0,12.0,3.0,1,2.0,4.0,1.0,,,10.0,1.0,,5.0,32.0,4.0,8.0,,,,1.0,4.0,,,,,,,,,,
319,7.0,5.0,3.0,,2.0,19.0,9.0,5.0,1,1.0,1.0,1.0,1.0,,34.0,1.0,,13.0,34.0,8.0,13.0,1.0,2.0,,2.0,5.0,,,,,,,,,,
320,1.0,,,,,1.0,2.0,2.0,1,,,1.0,,,,1.0,,1.0,17.0,1.0,2.0,,,,1.0,1.0,,,,,1.0,,,,,
321,12.0,9.0,21.0,,2.0,54.0,11.0,3.0,1,1.0,6.0,2.0,2.0,,25.0,2.0,,15.0,40.0,18.0,55.0,4.0,,,1.0,2.0,,,,,,,,,,
322,17.0,1.0,5.0,,14.0,27.0,6.0,14.0,1,,2.0,1.0,8.0,1.0,24.0,2.0,,20.0,34.0,8.0,24.0,3.0,,,6.0,10.0,,,,,2.0,,,,,
323,7.0,5.0,1.0,,1.0,6.0,8.0,5.0,1,2.0,4.0,1.0,4.0,,14.0,1.0,,4.0,37.0,5.0,7.0,,1.0,,2.0,2.0,,,,,,,,,,
324,1.0,,,,,1.0,2.0,2.0,1,,,2.0,,,1.0,1.0,,1.0,19.0,1.0,3.0,,1.0,,1.0,1.0,,,,,,,,,,
325,8.0,14.0,5.0,,1.0,9.0,11.0,13.0,1,1.0,2.0,1.0,,,26.0,5.0,,6.0,27.0,6.0,6.0,1.0,,,1.0,2.0,,,,,,,,,,
326,19.0,,11.0,,1.0,19.0,15.0,9.0,1,6.0,1.0,8.0,,,21.0,1.0,,18.0,39.0,10.0,17.0,,,,1.0,6.0,,,,,,,,,,
327,18.0,,22.0,,1.0,44.0,11.0,6.0,1,6.0,25.0,3.0,,,93.0,1.0,,7.0,66.0,14.0,16.0,,3.0,,2.0,13.0,,,,,,,,,,
328,32.0,11.0,10.0,1.0,,19.0,29.0,9.0,1,6.0,7.0,1.0,6.0,,67.0,12.0,,5.0,51.0,2.0,30.0,,,,1.0,3.0,,,,,,,,,,
329,2.0,,,,1.0,1.0,1.0,2.0,1,,2.0,,1.0,,1.0,1.0,,,16.0,,3.0,,,,1.0,1.0,,,,,,,,,,
330,11.0,1.0,7.0,,3.0,23.0,22.0,8.0,1,5.0,1.0,6.0,2.0,2.0,46.0,7.0,,15.0,28.0,18.0,29.0,2.0,5.0,3.0,1.0,8.0,,,,,,,,,,
331,8.0,9.0,11.0,,,24.0,20.0,8.0,1,5.0,4.0,1.0,,3.0,31.0,1.0,1.0,12.0,47.0,4.0,33.0,2.0,,2.0,1.0,3.0,1.0,,,,1.0,,,,,
332,1.0,,,,,1.0,2.0,1.0,1,,,,,,,1.0,,1.0,18.0,1.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,
333,13.0,2.0,10.0,1.0,,28.0,39.0,9.0,1,10.0,6.0,2.0,1.0,1.0,64.0,3.0,,5.0,40.0,7.0,31.0,,2.0,,1.0,2.0,,,,,,,,,,
334,1.0,,,,,1.0,2.0,1.0,1,,,,,,,1.0,,1.0,18.0,1.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,
335,28.0,5.0,2.0,,5.0,36.0,22.0,9.0,1,4.0,3.0,2.0,2.0,,61.0,4.0,1.0,8.0,75.0,8.0,11.0,,2.0,,1.0,1.0,,,,1.0,,,,,,
336,5.0,3.0,10.0,,2.0,24.0,25.0,10.0,1,4.0,3.0,,4.0,,67.0,1.0,1.0,8.0,36.0,9.0,36.0,1.0,4.0,,1.0,1.0,,,,,,,,,,
337,9.0,6.0,5.0,,2.0,11.0,14.0,4.0,1,1.0,3.0,4.0,,,20.0,7.0,1.0,5.0,48.0,14.0,4.0,,2.0,,1.0,8.0,,,,,,,,,,
338,16.0,5.0,2.0,1.0,,40.0,31.0,6.0,1,,2.0,,1.0,1.0,35.0,2.0,,3.0,35.0,8.0,60.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,1.0,
339,1.0,2.0,4.0,,1.0,3.0,7.0,3.0,1,,2.0,,,,30.0,1.0,1.0,1.0,33.0,5.0,3.0,,,,2.0,1.0,1.0,,,,,,,,,
340,10.0,1.0,3.0,,3.0,19.0,19.0,9.0,1,1.0,,2.0,4.0,,34.0,3.0,1.0,7.0,40.0,3.0,22.0,,2.0,,1.0,1.0,,,,,,,1.0,2.0,,
341,7.0,9.0,6.0,,5.0,25.0,27.0,11.0,1,1.0,5.0,7.0,,1.0,79.0,2.0,5.0,16.0,43.0,4.0,25.0,,5.0,,1.0,8.0,,,,,1.0,,,,,
342,15.0,1.0,4.0,,2.0,23.0,11.0,7.0,1,2.0,6.0,1.0,1.0,,24.0,8.0,1.0,16.0,31.0,3.0,30.0,,3.0,,8.0,3.0,,,,,1.0,,,,,
343,5.0,2.0,8.0,,4.0,14.0,21.0,10.0,1,2.0,4.0,3.0,,2.0,32.0,2.0,2.0,18.0,31.0,2.0,26.0,5.0,,,1.0,9.0,,,,,,,,,,
344,22.0,1.0,6.0,,2.0,28.0,45.0,30.0,1,13.0,2.0,18.0,,2.0,98.0,4.0,3.0,46.0,113.0,4.0,33.0,,1.0,,1.0,11.0,,,,,,,,,,
345,21.0,5.0,3.0,,3.0,21.0,16.0,10.0,1,4.0,5.0,,2.0,3.0,41.0,5.0,2.0,8.0,40.0,5.0,20.0,,,3.0,1.0,6.0,,,,,,,,,,
346,20.0,4.0,3.0,,1.0,30.0,19.0,6.0,1,,1.0,15.0,1.0,,63.0,14.0,1.0,10.0,42.0,3.0,28.0,,,,2.0,4.0,1.0,,,,,,,,,
347,8.0,4.0,5.0,,2.0,6.0,11.0,9.0,1,2.0,,5.0,1.0,3.0,20.0,5.0,,8.0,34.0,4.0,8.0,4.0,1.0,,1.0,1.0,,,,,,,,,,
348,18.0,13.0,4.0,,2.0,23.0,20.0,11.0,1,2.0,3.0,,1.0,1.0,37.0,8.0,,8.0,18.0,10.0,9.0,,5.0,,1.0,1.0,,,,,,,,,,
349,1.0,2.0,6.0,,,4.0,6.0,6.0,1,1.0,3.0,,,,69.0,1.0,,2.0,45.0,2.0,7.0,,1.0,,1.0,1.0,,,,,3.0,,,,,
350,1.0,,,,,2.0,5.0,1.0,1,,1.0,2.0,,,4.0,1.0,,3.0,26.0,2.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,
351,7.0,13.0,12.0,,5.0,11.0,15.0,13.0,1,7.0,2.0,1.0,1.0,,39.0,1.0,,9.0,45.0,1.0,29.0,,5.0,,1.0,1.0,,,,,1.0,,,,,
352,5.0,1.0,,,1.0,5.0,8.0,6.0,1,1.0,,,1.0,,12.0,1.0,2.0,1.0,37.0,6.0,5.0,1.0,,1.0,1.0,2.0,,3.0,,,,,,,,
353,2.0,,,,1.0,1.0,1.0,2.0,1,,2.0,,1.0,,1.0,1.0,,,16.0,,3.0,,,,1.0,1.0,,,,,,,,,,
354,7.0,3.0,26.0,,5.0,12.0,19.0,17.0,1,,11.0,1.0,3.0,1.0,53.0,4.0,,6.0,56.0,2.0,29.0,3.0,,,2.0,3.0,,,,,,,,,,
355,3.0,,2.0,,,1.0,4.0,3.0,1,,3.0,,2.0,,18.0,1.0,,1.0,39.0,2.0,4.0,,,,1.0,3.0,,2.0,,,,,,,,
356,14.0,16.0,8.0,,,21.0,50.0,17.0,1,2.0,4.0,8.0,1.0,,90.0,5.0,,13.0,60.0,17.0,34.0,,2.0,1.0,1.0,7.0,,,,,,,,,,
357,17.0,,10.0,,4.0,31.0,50.0,4.0,1,1.0,,4.0,1.0,,58.0,1.0,1.0,18.0,42.0,10.0,18.0,1.0,9.0,,1.0,2.0,,,,,,,,,,
358,9.0,12.0,8.0,,1.0,19.0,10.0,15.0,1,,3.0,3.0,,,18.0,1.0,,15.0,30.0,3.0,25.0,,2.0,,1.0,4.0,,,,,,,,,,
359,6.0,,10.0,,1.0,5.0,9.0,9.0,1,3.0,,3.0,1.0,,26.0,3.0,,5.0,38.0,10.0,7.0,,1.0,,1.0,8.0,1.0,,,,,,,,,
360,27.0,9.0,8.0,,2.0,23.0,35.0,9.0,1,1.0,,2.0,1.0,3.0,50.0,1.0,,16.0,65.0,10.0,18.0,1.0,,,1.0,4.0,,,,,,,,,,
361,9.0,24.0,5.0,,7.0,13.0,9.0,6.0,1,1.0,14.0,,1.0,,42.0,2.0,,14.0,37.0,6.0,14.0,,,,1.0,17.0,,,,,,,,,,
362,21.0,4.0,12.0,,,12.0,20.0,6.0,1,2.0,2.0,,,,28.0,2.0,,11.0,34.0,2.0,15.0,,7.0,,1.0,6.0,,,,,,,,,,
363,11.0,8.0,4.0,,5.0,17.0,10.0,4.0,0,1.0,2.0,,1.0,4.0,31.0,7.0,,6.0,10.0,5.0,14.0,,12.0,,,7.0,,,,,,,,,,
364,8.0,14.0,14.0,,7.0,17.0,17.0,8.0,0,3.0,4.0,2.0,,,57.0,1.0,,15.0,31.0,15.0,20.0,3.0,,,,5.0,,,,,2.0,,,,1.0,
365,9.0,,3.0,,,12.0,14.0,3.0,0,10.0,,1.0,,,21.0,1.0,,6.0,30.0,9.0,2.0,7.0,,,1.0,7.0,,,,,3.0,,,,,
366,25.0,1.0,13.0,,5.0,16.0,41.0,21.0,0,5.0,1.0,3.0,,,60.0,17.0,,19.0,40.0,9.0,17.0,,1.0,,,4.0,,4.0,,,,,,,,
367,6.0,2.0,4.0,,2.0,16.0,12.0,4.0,0,3.0,7.0,,16.0,,22.0,1.0,,28.0,15.0,15.0,31.0,,,3.0,2.0,16.0,,,,,,,,,,
368,1.0,7.0,4.0,,2.0,12.0,14.0,7.0,0,12.0,4.0,1.0,,,44.0,,,2.0,16.0,7.0,9.0,4.0,2.0,,,9.0,,,,,,,,,,
369,4.0,6.0,4.0,,2.0,9.0,17.0,2.0,0,24.0,,13.0,,1.0,49.0,,,7.0,22.0,16.0,1.0,,2.0,,,1.0,,,,,,,,,,
370,21.0,,2.0,,10.0,56.0,16.0,2.0,0,6.0,,2.0,,,55.0,4.0,1.0,9.0,23.0,,38.0,7.0,2.0,,14.0,9.0,,,,,,,,,,
371,5.0,4.0,6.0,,,12.0,27.0,1.0,0,4.0,3.0,,2.0,,50.0,1.0,,5.0,35.0,5.0,9.0,,5.0,,,8.0,,1.0,,,,,,,,
372,13.0,4.0,8.0,,9.0,21.0,19.0,3.0,0,2.0,1.0,,1.0,,49.0,,4.0,12.0,16.0,16.0,13.0,,1.0,1.0,,6.0,,,,,,,,,,
373,14.0,8.0,9.0,,1.0,18.0,30.0,7.0,0,6.0,4.0,1.0,,1.0,66.0,2.0,,13.0,55.0,16.0,17.0,,4.0,,,9.0,,,,,,,,1.0,,
374,9.0,8.0,14.0,,3.0,8.0,14.0,,0,1.0,2.0,4.0,4.0,,40.0,,,10.0,28.0,6.0,17.0,3.0,9.0,,,4.0,,,,,,,,,,
375,6.0,9.0,17.0,1.0,1.0,17.0,26.0,4.0,0,1.0,6.0,17.0,,4.0,52.0,,,11.0,97.0,6.0,17.0,,,,,8.0,,,,,,,,,,
376,4.0,,2.0,,1.0,10.0,1.0,2.0,0,,1.0,2.0,2.0,,7.0,,,6.0,13.0,6.0,3.0,,1.0,,,6.0,,,,,1.0,,,,,
377,12.0,9.0,4.0,,3.0,8.0,9.0,7.0,0,5.0,3.0,,,,54.0,,,2.0,43.0,5.0,7.0,1.0,,,,3.0,,,,1.0,,,,,,
378,5.0,11.0,8.0,,,7.0,11.0,3.0,0,2.0,1.0,1.0,2.0,1.0,29.0,1.0,,2.0,32.0,13.0,9.0,3.0,,,,5.0,,,,,,,,,,
379,1.0,,5.0,1.0,7.0,5.0,21.0,5.0,0,2.0,,,,,24.0,,,3.0,26.0,2.0,4.0,,,,,7.0,,,,,,,,,,
380,2.0,,,,1.0,15.0,5.0,5.0,0,1.0,1.0,,1.0,,8.0,,,14.0,7.0,2.0,15.0,3.0,,,,3.0,,,,,,,,1.0,,
381,2.0,4.0,7.0,,2.0,9.0,6.0,2.0,0,2.0,,7.0,,,20.0,,2.0,5.0,14.0,2.0,12.0,,,,,5.0,,,,,,,,,,
382,2.0,,10.0,,,12.0,19.0,5.0,0,2.0,3.0,6.0,1.0,,25.0,,,8.0,17.0,6.0,17.0,,,,,2.0,,,,,,,,,,
383,6.0,,5.0,,5.0,5.0,6.0,2.0,0,2.0,6.0,4.0,4.0,,15.0,1.0,,7.0,10.0,5.0,7.0,,,,,6.0,1.0,,,,,,,,,
384,2.0,2.0,10.0,,,5.0,14.0,2.0,0,1.0,1.0,3.0,,,31.0,,1.0,11.0,9.0,8.0,11.0,,,,,6.0,,,,,,,,1.0,,
385,1.0,2.0,5.0,,2.0,9.0,8.0,1.0,0,6.0,,2.0,,,17.0,,,3.0,12.0,3.0,10.0,3.0,,,,5.0,,,,,,,,,,
386,2.0,2.0,17.0,,1.0,3.0,10.0,2.0,0,1.0,1.0,3.0,,,31.0,,,2.0,8.0,3.0,17.0,,,,,8.0,,,,,,,,,,
387,3.0,3.0,3.0,,1.0,11.0,6.0,4.0,0,4.0,,3.0,,,29.0,,,5.0,13.0,4.0,10.0,,1.0,,,7.0,,,,1.0,,,,1.0,,
388,5.0,6.0,3.0,,1.0,7.0,4.0,3.0,0,2.0,,2.0,,1.0,12.0,1.0,,3.0,8.0,6.0,8.0,,2.0,,,3.0,,,,1.0,,,,,,
389,3.0,,3.0,,1.0,4.0,8.0,5.0,0,1.0,,,,1.0,30.0,,,1.0,20.0,7.0,5.0,,,,,1.0,1.0,,,,,,,,,
390,4.0,8.0,5.0,,,12.0,12.0,13.0,0,3.0,5.0,,,,53.0,,,5.0,40.0,1.0,8.0,,1.0,1.0,,1.0,,,,,,,,5.0,,
391,18.0,10.0,4.0,,1.0,6.0,12.0,9.0,0,4.0,2.0,5.0,11.0,,29.0,,,20.0,8.0,6.0,18.0,,3.0,,,,,,,,,,,,,
392,10.0,4.0,12.0,2.0,,22.0,28.0,8.0,0,4.0,2.0,1.0,,2.0,53.0,4.0,,12.0,40.0,30.0,22.0,1.0,1.0,,1.0,7.0,,,,,2.0,,,,,
393,19.0,19.0,12.0,,10.0,7.0,21.0,6.0,0,5.0,4.0,3.0,,1.0,66.0,5.0,,12.0,46.0,5.0,14.0,,3.0,1.0,,,,,,,,,,,,
394,5.0,15.0,10.0,,5.0,15.0,14.0,2.0,0,2.0,,2.0,1.0,1.0,62.0,,,6.0,24.0,6.0,17.0,1.0,,,,2.0,,,,,2.0,,,,,
395,12.0,7.0,6.0,1.0,5.0,10.0,30.0,1.0,0,3.0,2.0,14.0,,,71.0,1.0,,5.0,42.0,6.0,2.0,2.0,,,,1.0,1.0,,,,4.0,,,,,
396,9.0,2.0,4.0,,,7.0,18.0,8.0,0,1.0,1.0,,3.0,,86.0,4.0,,15.0,54.0,9.0,4.0,,1.0,,,1.0,2.0,,,,,,,,,
397,26.0,3.0,14.0,,3.0,36.0,19.0,8.0,0,8.0,2.0,6.0,,1.0,91.0,6.0,,11.0,85.0,22.0,36.0,,3.0,,,3.0,4.0,,,,,,2.0,,,
398,4.0,,7.0,,1.0,4.0,55.0,4.0,0,6.0,3.0,2.0,,,113.0,1.0,,6.0,47.0,16.0,1.0,,,,,3.0,,,,,,,,,,
399,11.0,4.0,5.0,,3.0,16.0,22.0,7.0,0,2.0,,2.0,6.0,,33.0,,,8.0,7.0,11.0,14.0,,,,,9.0,,,,,,,,,,
400,17.0,7.0,7.0,,1.0,21.0,16.0,3.0,0,1.0,2.0,2.0,,,31.0,12.0,,18.0,63.0,7.0,12.0,,2.0,,,,3.0,,,,,,,,,
401,15.0,1.0,12.0,,2.0,8.0,36.0,15.0,0,2.0,1.0,1.0,9.0,,46.0,2.0,,13.0,26.0,17.0,12.0,1.0,4.0,3.0,1.0,8.0,,,,,,,,,,
402,13.0,4.0,3.0,,1.0,18.0,13.0,14.0,0,4.0,2.0,2.0,,,39.0,13.0,,17.0,26.0,21.0,9.0,1.0,2.0,1.0,,8.0,,3.0,,1.0,,,,,,
403,22.0,3.0,3.0,1.0,1.0,15.0,26.0,2.0,0,4.0,,1.0,2.0,2.0,49.0,7.0,,15.0,23.0,19.0,2.0,1.0,5.0,,1.0,8.0,2.0,,,,,,,,,
404,7.0,,29.0,,,15.0,31.0,4.0,0,3.0,1.0,4.0,,12.0,81.0,2.0,,6.0,66.0,11.0,5.0,,10.0,,,1.0,,1.0,,1.0,,,,,,
405,15.0,3.0,5.0,,1.0,14.0,19.0,11.0,0,6.0,,1.0,,4.0,85.0,12.0,,,27.0,10.0,10.0,,,2.0,,3.0,,,,,,,,,,
406,1.0,7.0,15.0,,2.0,5.0,20.0,7.0,0,3.0,1.0,3.0,,,53.0,,6.0,6.0,32.0,16.0,5.0,,,,,,,,,,,,,,,
407,6.0,9.0,7.0,,2.0,12.0,28.0,6.0,0,3.0,3.0,,,1.0,59.0,,,13.0,27.0,26.0,22.0,,1.0,,,1.0,,,,,,,,,,
408,16.0,23.0,15.0,,4.0,15.0,27.0,3.0,0,4.0,4.0,2.0,,,55.0,5.0,,7.0,16.0,9.0,36.0,1.0,2.0,,,18.0,,,,,,,,1.0,,
409,4.0,8.0,3.0,,3.0,28.0,32.0,4.0,0,1.0,1.0,,,,54.0,1.0,,11.0,36.0,15.0,9.0,3.0,5.0,,,2.0,,,,,,,,,,
410,5.0,24.0,12.0,2.0,1.0,22.0,33.0,1.0,0,2.0,7.0,,1.0,3.0,58.0,,,13.0,34.0,30.0,14.0,3.0,2.0,,,,2.0,,,,,,,,,
411,19.0,6.0,5.0,,2.0,53.0,37.0,2.0,0,5.0,,1.0,,,52.0,13.0,,12.0,13.0,7.0,42.0,,3.0,1.0,,12.0,,,,,,,,,,
412,12.0,11.0,1.0,,1.0,29.0,29.0,16.0,0,4.0,,,,,18.0,1.0,3.0,16.0,13.0,9.0,21.0,,,,,4.0,,,,,,,,,,
413,14.0,5.0,12.0,,6.0,38.0,33.0,21.0,0,8.0,,1.0,5.0,1.0,60.0,,,19.0,14.0,24.0,42.0,6.0,7.0,,,10.0,,,,,,,,,,
414,8.0,6.0,15.0,,,17.0,29.0,11.0,0,7.0,6.0,3.0,1.0,,55.0,3.0,,19.0,28.0,11.0,17.0,4.0,4.0,,,1.0,1.0,,,,,,,,,
415,12.0,4.0,16.0,,13.0,22.0,27.0,5.0,0,3.0,1.0,5.0,7.0,4.0,50.0,,,12.0,16.0,13.0,22.0,3.0,,,1.0,,3.0,,,,,,,,,
416,7.0,8.0,6.0,,1.0,12.0,13.0,8.0,0,1.0,10.0,1.0,2.0,3.0,36.0,,1.0,12.0,22.0,2.0,13.0,,7.0,,,3.0,,,,,,,,,,
417,13.0,,6.0,1.0,,14.0,24.0,8.0,0,2.0,1.0,1.0,9.0,,43.0,,,12.0,32.0,7.0,24.0,,1.0,1.0,,4.0,,,,,2.0,,,,,
418,5.0,16.0,12.0,1.0,,5.0,11.0,24.0,0,8.0,3.0,8.0,,,77.0,1.0,,1.0,62.0,13.0,10.0,,3.0,,,2.0,,,,,,,,,,
419,21.0,,4.0,,4.0,12.0,25.0,6.0,0,2.0,,1.0,1.0,,78.0,7.0,,16.0,1.0,13.0,8.0,,4.0,,,1.0,,1.0,,,,,,,,
420,11.0,1.0,1.0,,1.0,14.0,14.0,5.0,0,2.0,,,7.0,1.0,52.0,1.0,,11.0,21.0,4.0,18.0,9.0,,1.0,,5.0,,,,,,,,,,
421,7.0,12.0,7.0,1.0,10.0,25.0,24.0,11.0,0,,4.0,5.0,5.0,,49.0,,,13.0,36.0,2.0,22.0,,,,,1.0,,,,,,,,,,
422,12.0,6.0,6.0,,4.0,45.0,20.0,7.0,0,4.0,2.0,2.0,2.0,2.0,45.0,2.0,,10.0,38.0,3.0,36.0,4.0,1.0,,,11.0,4.0,,,,,,,,,
423,5.0,4.0,12.0,,5.0,27.0,27.0,7.0,0,2.0,3.0,2.0,,5.0,80.0,4.0,,5.0,37.0,12.0,17.0,,,,,2.0,,2.0,,,,,,,,
424,11.0,6.0,6.0,,4.0,45.0,20.0,7.0,0,4.0,3.0,4.0,2.0,2.0,44.0,2.0,,10.0,48.0,3.0,36.0,4.0,1.0,,,11.0,4.0,,,,,,,,,
425,14.0,1.0,6.0,1.0,,13.0,22.0,7.0,0,5.0,4.0,4.0,11.0,1.0,46.0,,1.0,12.0,68.0,8.0,27.0,,1.0,1.0,,6.0,,,,,2.0,,,,,
426,6.0,5.0,8.0,,1.0,10.0,10.0,2.0,0,4.0,,7.0,,,30.0,,,6.0,31.0,8.0,9.0,,4.0,,,4.0,,,,,,,,,,
427,1.0,5.0,3.0,,3.0,12.0,6.0,5.0,0,1.0,18.0,5.0,,,46.0,,,9.0,18.0,9.0,14.0,2.0,1.0,,,2.0,,,,,,,,,,
428,2.0,10.0,6.0,,1.0,6.0,9.0,7.0,0,3.0,4.0,,,,37.0,1.0,,3.0,35.0,11.0,3.0,6.0,,,,2.0,1.0,,,,,,,,,
429,7.0,10.0,8.0,,,15.0,17.0,3.0,0,2.0,3.0,7.0,,,22.0,1.0,,9.0,21.0,8.0,19.0,,3.0,,2.0,4.0,1.0,,,,,,,,,
