,VB,VBG,VBD,RBR,VBN,VBP,JJ,IN,VBZ,DT,CD,MD,RP,NN,TO,UH,RB,NNP,NNS,PRP,WRB,PRP$,CC,WP,JJR,NNPS,JJS,$,FW,PDT,WDT,WP$,RBS,POS,EX
3,6,2,6,,3,11,21,1,4,4,,,,55,,,2,15,3,9,,7,7,1,,,,,,,,,,,
3,18,2,1,,,16,20,10,3,,,,,51,9,,3,23,5,20,,4,,,,,,,,,,2,,,
3,1,1,4,,11,14,7,3,8,,,,,10,,1,3,39,1,26,,1,10,,,,,,,,,,,,
3,8,2,33,,4,3,5,8,12,9,,,1,53,2,,6,42,12,42,,2,,,1,,,,,,,,,,1
3,21,,19,,2,3,29,8,6,6,,,1,39,16,1,17,34,2,21,,,3,,,,,,,,,,,,
3,12,27,6,,1,8,8,7,1,1,,,1,35,,,19,45,8,5,,7,7,2,4,1,,,,,,,,,
3,6,6,3,,,30,15,2,,,,,,12,3,,8,14,9,31,1,8,,,,,1,,,,,,,,
3,2,1,,,,4,5,8,11,4,,,,26,,,,25,8,,,8,,,,3,,,,,,,,,
3,9,6,6,,,21,11,2,,3,,,,15,3,,12,12,6,28,1,8,,,,,1,,,,,,,,
4,25,1,19,1,5,50,65,17,7,6,3,3,1,72,2,,31,68,40,56,2,3,9,1,4,,2,,2,,,,,,
4,9,,10,,1,35,28,15,7,,4,,1,59,1,1,13,39,19,26,1,2,,,,,,,,,,,,,
4,25,1,19,1,5,50,65,17,7,6,3,3,1,72,2,,31,68,40,56,2,3,9,1,4,,2,,2,,,,,,
4,9,,10,,1,35,28,15,7,,4,,1,59,1,1,13,39,19,26,1,2,,,,,,,,,,,,,
4,17,2,31,,6,33,45,6,7,3,1,3,,94,,2,21,72,14,27,1,4,6,,2,,,,,,,,1,,
4,7,1,13,,9,19,48,18,13,,,,2,68,,,13,58,12,13,,6,2,,3,1,1,,1,,1,,,,
4,3,2,7,1,,14,20,10,1,4,,,,23,,,12,24,16,14,,,,,,,,,,,,,,,
4,7,4,7,,4,24,18,4,1,2,,,1,31,,,15,13,5,21,,,3,,,,,,1,,,,,,
4,8,1,3,,,16,11,1,2,,,,,15,,2,15,7,5,17,3,,1,,,,,,,,1,,,,
4,16,10,4,,5,18,16,2,10,,4,3,2,32,3,,6,27,10,22,,3,,,,,2,,,,,,,,
4,19,1,6,1,4,32,34,10,,1,1,8,,27,1,,18,24,16,40,,,4,1,1,,,,,,,,,,
4,14,,6,,8,7,7,1,,,19,,,20,,,12,11,,18,,,8,,,,,,,,,,,,
4,7,1,13,,5,22,24,8,4,,6,1,,43,1,,5,44,5,24,,3,2,,3,,,,,,2,,,,
4,11,2,9,1,1,22,34,7,5,2,2,1,2,82,1,,10,78,17,18,,19,2,,1,1,,,,,,,,,
4,23,1,32,,2,34,52,16,3,2,8,5,3,74,,,26,105,28,24,,4,4,,,1,1,,2,,,,,,
4,10,,49,,1,58,52,42,13,4,17,3,,128,3,,23,123,35,72,1,4,6,2,,,,,10,,,,,,
4,2,,5,,5,8,5,4,2,2,,1,,21,1,,4,16,1,6,,,1,,1,,,,,,1,,,,
4,22,2,15,,2,11,12,11,,1,2,9,1,34,,,8,16,8,19,2,3,14,,1,1,,,1,,,,,,
4,3,,10,,,8,20,4,3,,1,1,,47,,,10,43,7,6,,1,2,,,,,,2,,,,,,
4,25,1,19,1,5,50,65,17,7,6,3,3,1,72,2,,31,68,40,56,2,3,9,1,4,,2,,2,,,,,,
4,9,4,17,,7,31,35,11,4,2,6,3,4,91,,1,29,59,15,24,1,3,4,,2,,,,,,,,,,
4,11,,17,1,3,19,23,9,1,3,4,,4,57,2,1,11,48,12,29,,2,1,,2,,,,,,,,,,
4,14,1,12,,9,49,39,16,2,3,,,1,42,1,1,22,50,9,37,,7,1,10,,,,,,,,,,,
4,9,,10,,1,35,28,15,7,,4,,1,59,1,1,13,39,19,26,1,2,,,,,,,,,,,,,
4,19,,7,,,38,35,15,,3,3,2,,95,1,2,13,49,2,27,,,2,,2,,,,,,,,,,
4,11,1,18,2,5,44,42,17,6,3,8,,1,74,1,,26,51,36,37,1,2,2,1,3,1,2,,1,,1,,,,
4,11,23,9,2,,27,27,20,13,10,2,,1,78,,1,12,25,26,16,,2,4,2,1,,,,,,,,,,
4,17,16,12,,4,43,35,8,1,1,5,,1,116,,,8,54,26,35,1,,7,,,,,,,,,,,,
4,14,13,26,,8,37,43,26,11,4,7,,1,95,1,,28,64,31,39,,8,7,1,5,,2,,,,,,,,1
4,13,8,14,,,25,30,11,6,,14,2,7,81,,,13,76,15,14,2,1,,1,1,1,1,,,,,,,,
4,8,12,8,,1,14,21,4,2,,5,,4,48,4,,6,40,14,17,,,,,1,,,,,,4,,,,
4,8,4,28,,1,32,53,5,,1,1,2,16,57,1,,19,50,10,21,,4,3,3,,,,,,,,,,,
4,11,4,10,,5,51,19,18,7,1,1,,,37,2,,7,58,25,57,,2,2,1,,,,,1,,,,,,
4,14,,7,1,,14,20,3,5,1,,3,,33,,,18,35,10,27,,6,4,1,1,1,,,,,,,,,
4,13,,23,,5,14,25,4,,1,,,17,50,1,1,42,49,1,20,,,4,,,,1,,,,,,,,
4,14,15,9,,4,12,20,12,5,2,1,2,1,46,2,,13,38,8,16,,2,1,,,,1,,,,,,,,
4,14,,22,,,28,29,18,11,2,3,,,50,1,,7,35,18,36,2,,,,,,,,,,,,,,
4,23,,9,,4,19,16,12,7,7,,1,3,47,12,,15,31,10,23,2,2,4,,2,,2,,,,,,,,1
4,9,1,21,,2,17,27,6,5,6,15,1,1,101,,,14,91,12,18,1,5,1,,,,,,,,,,,,
4,12,12,28,,4,40,52,4,5,10,13,,11,137,,,12,117,22,41,4,2,,2,,,4,,1,,,,,,
4,9,,26,,3,54,94,22,9,2,26,1,5,290,,1,23,181,29,51,1,,4,3,1,,,,1,,,,1,,
4,29,,14,1,4,24,79,10,14,,4,,11,147,,,12,126,17,11,1,2,,,1,,,,,,,,,,
4,30,,31,,2,47,70,14,11,2,19,4,5,167,,,15,126,34,68,1,5,2,,,1,1,3,,,1,,,,
4,21,1,17,,5,32,114,26,12,2,10,2,,139,,,5,108,21,33,8,2,2,3,,,1,,2,,,,,,
4,4,15,7,,2,32,44,10,10,7,3,,6,74,1,,7,81,36,16,,2,3,,1,,,,,,1,,,,
4,6,22,13,,2,12,19,5,,4,5,1,,64,,,7,38,11,20,3,,,,,,1,,,,,,,,
4,8,1,13,,8,65,41,19,11,4,7,3,1,227,,,9,97,30,46,1,1,1,,,,,,,,,,,,
4,4,,15,,6,30,52,27,2,10,4,,3,204,,,17,86,25,16,,2,,,,,,,3,,,,,,
4,27,15,12,,4,51,55,30,7,2,4,2,5,158,8,2,42,110,41,43,,9,1,,,,,,,,,,,,
4,16,31,17,,5,29,34,17,4,4,5,4,4,110,2,12,42,44,12,55,,2,2,,,,1,,,,1,,,,
4,1,,7,,,22,15,2,22,3,3,,,105,,,12,28,12,25,,5,4,,1,1,,,,,,,,,
4,9,13,6,,8,21,32,5,2,3,9,3,,91,,,13,59,10,32,,,5,,,,1,,8,,,,,,
4,7,4,20,,5,58,36,11,2,9,3,,11,101,,,34,114,5,37,,5,3,,,,2,,,,,,,,
4,25,8,8,,6,30,34,15,1,4,2,,,88,,,14,50,5,29,2,,2,,,,,,1,,1,,,,
4,18,1,6,,1,35,18,5,5,2,2,6,6,38,3,2,11,32,7,41,6,,,,,,,,,,,,,,
4,13,,3,,3,31,6,11,7,4,4,,,57,,,,16,18,24,12,4,1,,,,,,,,,,,,
4,6,2,1,,4,15,41,4,,7,4,2,,36,,,10,45,30,12,,3,5,,,,,,2,,,,,,
4,,2,1,,,21,7,2,2,2,,,,21,,,2,14,1,23,,,4,,,,,,,,,,,,
4,13,4,22,,1,35,27,7,2,5,11,,3,71,3,,9,72,17,29,,,10,,,1,1,,1,,,,,,
4,35,11,33,,1,12,43,11,10,,2,1,7,102,,,10,50,24,31,1,,2,,,,,,,,,,,,
4,,,34,,5,10,16,4,13,2,3,,,39,,,27,34,3,32,1,3,2,,,,2,,,,,,,,
4,8,,4,,1,26,10,11,2,7,2,,,16,,,18,32,5,24,,,,,,,,,2,,,,,,
4,8,12,4,,3,14,14,3,,9,4,2,,38,,2,15,34,,11,3,1,2,1,,,,,6,,,,,,
4,3,1,11,,4,16,39,4,2,21,4,2,,77,,,,50,2,15,,4,1,,,,,,,,,,,,
4,3,,3,,3,25,20,42,,2,2,1,,24,,,13,29,9,25,1,2,,,,,,,9,,,,,,
4,15,2,18,,11,109,26,15,4,38,7,4,6,65,1,6,9,50,16,106,1,1,,1,,,,1,2,,,,,,
4,33,5,5,1,1,39,24,5,4,4,3,18,,45,,,16,48,6,55,,1,8,,,,,,1,,,,,,
4,12,61,5,,3,81,19,5,,,,,,45,1,,18,14,3,80,,,2,,,,,,,,,,,,
4,7,10,6,,10,16,28,4,2,4,8,2,,79,,,13,63,8,24,,,6,,,,1,,9,,,,,,
4,7,,15,,8,16,17,10,4,3,2,,1,51,,,11,28,9,20,1,2,2,,,,,,2,,1,,,,
4,19,,16,,1,36,37,1,1,,6,,,74,2,1,9,48,31,34,6,,7,,1,,,,,,,,,,
4,6,,9,,,36,20,8,4,3,2,2,,73,2,,7,87,14,26,1,1,2,,,,,,,,,,,,
4,21,11,11,,2,15,37,4,4,2,8,,,74,7,9,5,55,5,12,,,1,,1,,,2,,,,,,,
4,7,3,11,3,4,22,19,10,5,1,3,1,1,68,,1,12,58,3,23,,6,10,,,,,,,,,,,,
4,6,3,17,,3,27,26,15,3,2,6,,4,65,,,12,82,14,36,2,2,1,,,3,,,1,,,,,,
4,12,,17,,4,20,14,4,2,3,2,,,43,,1,15,43,5,24,,2,3,,,,,,,,,,,,
4,23,1,7,,6,28,28,8,5,,5,6,,67,1,5,12,49,9,23,,4,5,,,,,,,,,,,,
4,6,2,7,,2,14,12,6,3,1,3,1,1,33,,,8,13,6,15,,2,2,,,,,,1,,,,,,
4,8,11,11,,3,9,17,5,4,1,4,3,2,30,2,,7,27,8,15,,1,6,,,1,,,,,,,,,
4,15,8,9,,3,22,32,8,2,,2,,1,43,7,,15,36,3,24,2,2,2,,,,,,,,,,,,
4,4,6,19,,20,30,20,17,,1,2,2,,57,1,,20,53,15,40,,,6,,,,,,,,,,,,
4,21,,6,,4,35,22,10,1,,2,4,,48,12,,23,29,10,31,1,3,2,,,,,,,,,,,,
4,8,11,17,,5,19,33,3,2,,4,5,1,72,,,11,46,10,34,4,1,11,,,,,,,,,,,,
4,15,7,16,,7,22,13,4,,3,3,7,,26,7,,11,8,2,46,,,15,,,,,,,,,,,,
4,16,6,21,,3,19,25,8,1,6,2,10,,33,1,,24,26,3,31,,,,3,,,,,1,,1,,,,
4,5,3,42,,16,24,18,9,1,1,13,1,5,75,,,10,58,10,50,1,,,,3,,3,,,,1,,,,
4,8,11,11,,3,9,17,4,4,1,4,3,2,29,2,,7,24,8,15,,1,6,,,1,,,,,,,,,
4,27,4,6,,,2,14,6,,2,,2,,70,25,5,13,43,2,3,,,,,,,,,,,8,,,,
4,12,2,4,,6,32,21,7,2,,,3,1,45,,1,22,18,11,24,,1,2,6,1,,,,,,1,,,,
4,22,6,23,,1,20,45,8,4,6,6,2,7,69,,,15,51,21,15,1,,3,,,,1,,1,,,,,,
4,9,,17,,1,42,26,6,3,7,2,,,54,,4,3,45,14,24,,1,1,2,,,,,,,,,,,
4,6,7,36,,4,40,40,25,2,8,20,1,4,111,,,32,107,20,41,1,3,4,,,,,,1,,,,,,
4,19,17,40,,9,55,74,28,12,5,5,4,,168,,,25,149,39,52,2,3,16,3,1,,,,1,,,,,,
4,18,22,16,2,9,32,41,10,,8,10,7,3,100,1,,20,68,23,44,1,4,8,,2,,,,1,,,,,,
4,10,21,25,,2,33,30,14,3,,6,2,,89,,,17,56,30,54,,1,1,1,1,1,1,1,,,,,,,
4,13,9,30,,10,23,26,20,1,9,1,3,3,58,2,,24,82,23,30,,1,6,1,,,1,,,,,,,,
4,6,4,17,,2,46,38,16,2,5,6,,3,77,1,1,9,40,10,47,2,1,4,,,2,,,,,,,,,
4,10,1,26,,2,22,44,22,8,2,11,,2,78,,,23,59,15,40,,7,2,,1,,2,,,,,,,,
4,18,2,24,,1,40,53,12,4,5,2,,1,77,,,35,31,4,52,4,1,13,,,2,2,,,,1,,,,1
4,8,18,19,1,8,50,34,16,1,8,3,1,5,70,,,17,32,26,42,,6,1,,,,,,,,,,,,
4,7,11,8,,4,23,33,11,1,6,2,2,2,50,,,22,75,11,22,1,3,7,2,,1,,,,,1,,,,
4,33,10,23,,6,45,56,20,2,6,10,6,1,76,,,32,87,13,87,5,6,11,1,11,2,2,,1,,,,,,
4,11,5,8,,8,27,14,15,9,1,9,,,70,1,,21,28,7,34,2,,3,,2,,,,,,,,,,
4,12,12,19,3,6,26,32,14,9,2,4,2,,56,,,22,46,26,25,1,6,8,,1,,,,,,,,,,
4,12,10,18,,2,33,30,12,5,3,13,4,,65,3,,20,47,26,36,,3,3,,2,,,,,,,,,,
4,10,1,15,,9,41,41,24,13,5,7,2,4,67,,,20,49,24,34,1,7,8,7,2,1,,,5,,,,,,
4,14,13,7,,3,23,18,2,5,,,2,3,45,,3,8,21,15,14,,1,9,1,,,,,,,,,,,
4,22,4,16,,21,32,25,12,4,1,11,6,1,61,3,,23,70,9,45,1,1,3,,2,,,,,,,,,,
4,15,2,23,1,8,36,47,21,8,4,8,2,1,119,1,,25,71,19,43,,5,7,,1,1,3,,3,,,,,,
4,14,2,13,,4,51,47,10,6,1,12,3,1,75,2,10,22,78,26,28,4,3,7,,,2,,1,1,,,,,,
4,4,16,,,1,15,9,4,11,,4,,1,16,,,21,30,5,24,,12,,,,,,,,,1,,,,
4,13,19,8,2,2,44,22,16,3,3,8,2,1,61,2,,11,51,11,36,1,1,4,,1,,,,,,,,,,
4,12,,12,,2,20,20,13,4,1,5,6,1,39,,,29,50,9,36,2,1,1,,,,,,1,,,,,,
4,11,5,10,1,4,44,26,12,2,,5,3,,62,4,,9,62,11,30,1,,7,,,,,,1,,,,,,
4,13,6,38,1,1,65,46,13,9,3,8,3,14,70,1,,22,91,16,63,1,,1,1,,,3,,,,1,,,,
4,16,7,24,,3,40,32,38,10,6,6,1,2,95,1,,13,77,18,50,1,1,1,,4,,,1,1,,,,,,
4,8,6,16,,6,24,21,12,4,6,7,1,,68,1,,16,36,8,27,,1,4,,,1,1,,6,,,,,,
4,18,4,10,,7,42,51,11,5,,3,1,,76,,,9,61,13,47,,,6,,,,,,1,,,,,,
4,8,,1,,,11,2,2,,,,,,9,,,,13,2,11,,,1,,,,,,,,,,,,
4,8,,8,,2,52,28,9,2,3,4,,,28,3,,10,26,7,54,,1,4,,1,,,,,,,,,,
4,12,17,21,,6,37,25,17,3,16,8,3,,78,1,1,30,42,20,50,2,7,8,1,2,1,1,,,,1,,,,
5,11,,1,2,1,27,21,,5,3,1,,,71,1,1,6,21,3,28,,,7,,,,,,,,,,,,
5,9,5,16,1,1,13,24,8,,2,,1,5,35,,,11,13,5,13,,10,11,,,,1,,,,,,,,
5,4,1,6,,1,26,6,4,3,3,8,,1,11,,,5,15,1,22,,1,5,,,,,,,,,,,,
5,13,1,2,,4,22,24,5,20,17,5,4,7,43,5,,17,25,17,28,,1,2,,,,,,,,,,,,
5,3,5,20,,,17,9,3,,3,3,,3,12,,10,6,25,8,26,1,,4,,,,,,,,,,,,
5,4,7,4,,1,49,22,1,5,1,,,,38,,,6,34,24,11,,5,1,,1,,,,,,,,,,
5,4,3,3,,1,23,17,15,2,10,,,,53,3,,4,37,10,20,,,5,,,1,,,,,,,,,
5,11,,1,2,1,27,21,,5,3,1,,,62,1,1,6,30,3,28,,,7,,,,,,,,,,,,
5,18,1,2,8,1,29,19,1,4,1,11,2,,38,,,19,38,,32,1,,10,,9,,,,1,,,,,,
5,12,8,3,5,5,44,4,18,1,,,5,10,21,2,,15,45,5,19,,1,1,,6,,,,,,,,,,
5,11,,6,,1,29,2,13,3,3,6,3,,40,4,,12,40,5,24,,3,8,1,,,5,,,,,,,,
5,7,,5,,6,9,11,1,3,,,1,,14,,,22,17,9,13,3,,7,,,,,,,,,,,,
5,9,5,15,1,1,14,23,8,,2,,1,5,31,,,11,14,5,11,,10,11,,,,1,,,,,,,,
5,,1,13,,,5,36,2,,15,,,,24,,,44,8,9,1,,12,1,,,,,,,1,,,,,
5,26,2,10,,3,33,13,1,,1,2,2,,33,,,2,29,12,32,1,,8,4,1,,,,,,,,,,
5,7,6,5,,,26,8,7,1,2,4,,,14,,,14,74,11,7,,,,,,,,,,,,,,,
5,4,17,4,,,28,19,13,4,6,4,,,52,,,26,60,5,29,,,6,,17,,,,2,,1,,,,
5,30,,,,,11,12,13,,1,2,,,30,22,,18,40,8,9,,,1,,,,,,,,,,,,
5,53,6,2,,,25,14,6,4,2,2,,9,22,,,24,42,1,46,,3,1,,,,,,,,,,,,
5,16,3,8,,1,17,45,9,5,1,,2,2,146,10,1,11,51,9,22,2,4,4,,,,,,,1,,,,,
5,26,1,23,,4,7,27,24,5,1,4,20,4,122,,,28,83,4,6,,2,1,1,,,,,1,,,,,,
5,2,16,27,,3,7,18,10,,7,1,,2,42,1,1,34,50,16,6,,1,2,,,,,,,,,,,,
5,1,7,,,1,9,33,6,6,,,,,75,,,2,38,13,4,,2,,,,,1,,,,,,,,
5,15,4,11,,,9,30,4,3,4,1,2,,120,4,5,1,50,3,13,,2,2,,,,,,,,,,,,
5,21,,5,,,19,32,5,10,7,2,1,,65,2,,6,46,2,14,,1,6,,,,,,,,,,,,
5,23,3,8,,1,19,47,9,9,2,,4,2,153,12,2,10,74,8,22,1,4,3,,,,,,,,,,,,
5,39,2,6,,,33,37,9,7,1,2,1,,110,,,11,54,5,15,,1,4,,,,,,,,,,,,
5,4,,9,,,11,29,5,5,,,1,,95,8,,3,41,7,6,,1,1,,,,,,,,1,,,,
5,6,14,9,,,37,30,21,7,,,,,22,,,5,28,6,61,,6,5,,,,,,,,,,,,
5,6,16,8,,,24,38,25,8,,,,,41,,,4,43,8,36,,6,4,,,,,,,,,,,,
5,1,7,,,1,9,33,6,6,,,,,75,,,2,38,13,4,,2,,,,,1,,,,,,,,
5,1,1,5,,2,10,19,2,2,2,,,,45,,,5,24,6,6,,,2,,2,,,,1,,,,,,
5,14,,3,,1,23,31,9,31,1,,,,43,,,6,31,42,20,,,6,,,,,,,,,,,,1
5,10,2,2,,,11,21,1,8,,,,,55,,,3,46,5,10,,1,4,,,,3,,,,,,,,
5,5,2,7,,,11,12,4,,,4,2,,18,1,,22,22,4,10,2,,2,,,,,,,,,,,,
5,1,1,14,1,1,4,46,4,,,,,,90,,,,40,1,5,,2,,,,,,,,,,,,,
5,5,2,8,,1,8,26,7,,,,3,,32,,,5,9,18,10,1,7,3,1,,,,,,,,,,,
5,1,,,,,12,17,1,2,,,,,73,,,11,51,20,10,14,8,7,,,5,2,,,,,,,,
5,14,6,13,,3,6,21,6,6,,3,1,,41,1,3,22,57,10,1,,2,3,,,,,,,,,,,,
5,4,,9,,,11,29,5,5,,,1,,95,8,,3,41,7,6,,1,1,,,,,,,,1,,,,
5,26,3,34,,,9,57,4,1,2,1,2,,118,2,2,1,84,3,10,,12,2,,,,,,,,,,,,
5,,,8,,3,23,25,3,7,,,,,54,,,25,18,14,27,,,7,,,,1,,,,,,,1,
5,39,2,6,,,33,37,9,7,1,2,1,,110,,,11,54,5,15,,1,4,,,,,,,,,,,,
5,6,14,9,,,37,30,21,7,,,,,22,,,5,28,6,61,,6,5,,,,,,,,,,,,
5,14,,3,,1,23,31,9,31,1,,,,43,,,6,31,42,20,,,6,,,,,,,,,,,,1
5,20,2,2,,2,6,10,1,1,3,7,1,,29,1,,13,28,4,,,2,,,,,,,,,,,,,
5,1,3,3,,4,2,14,2,,5,5,,,23,,,17,33,2,3,,1,,,1,,,,,,,,,,
5,4,6,1,,4,4,23,6,8,2,6,,,38,,,9,20,11,4,1,1,1,,,,,,,,,,,,
5,,14,5,,3,13,25,4,1,1,7,,,57,,,2,27,4,12,,2,,,,,,,,,,,,,
5,1,14,10,,2,8,16,4,3,,8,,,23,,,6,21,18,7,2,,4,,,,,,,,,,,,
5,10,2,4,,1,12,10,5,,,8,8,,13,,,5,18,4,24,1,,2,,,,,,,,,,,,
5,2,3,11,,1,10,18,3,2,1,10,,,24,,,18,11,10,16,1,,3,,1,,1,,,,,,,,
5,6,7,2,,3,4,12,3,2,2,7,,,24,1,,3,36,6,,,1,2,,1,,,,,,,,,,
5,8,1,4,,,9,10,4,4,2,6,,,33,,,10,54,3,8,,2,,,1,,,,,,,,,,
5,21,7,1,,7,4,12,7,4,,4,3,,29,1,,2,25,5,12,,,6,,,2,,,,,1,,,,
5,15,2,1,,4,32,8,14,3,5,,2,,33,5,,1,12,15,18,,,,4,,,,,,,,,,,
5,,,5,,,,33,,1,,,,,27,,,,,,,,,,,,,,,,,,,,,
5,9,12,1,,,14,15,12,,3,5,2,,21,2,,7,17,8,19,,2,,,,,,,,,,,,,1
5,20,,11,,11,10,10,1,,,,,,20,,,,17,,10,,,,,,,,,,,,,,,
5,6,,2,,1,23,2,11,2,6,6,,,47,,2,12,40,4,21,3,,2,,8,,,,,,,,,,
5,5,,14,,,9,9,11,,6,2,2,,34,3,,2,72,2,11,3,2,6,,,,,,,,,,,,
5,17,,12,,2,37,48,18,6,18,7,,4,94,1,,14,76,13,18,,4,1,1,,,,,1,1,,,,,
5,31,1,14,,1,62,52,26,1,3,9,1,10,67,3,,24,71,12,83,,5,2,,2,,1,,2,,,,,,
5,4,,1,,,12,16,4,6,,1,,1,30,,,16,33,7,8,,,6,,,,,,1,,,,,,
5,2,,4,,2,30,12,,18,,,,,21,,,10,9,11,24,,,4,,,,,,,,,,,,
5,8,21,7,,,8,,4,4,,,3,9,28,4,,8,22,4,8,,30,2,,,,,,,,,,,,
5,1,8,8,,,7,14,,9,1,,,,30,,,3,25,15,25,,6,4,,,,,,,,,,,,
5,6,,12,,,9,13,3,,1,,,,10,,,,32,3,13,1,,2,,,1,,,,,,,,,
5,7,12,21,,4,5,29,11,1,6,2,3,,53,1,,15,23,18,4,1,,3,,2,,,,,,,,,,3
5,7,12,21,,4,5,29,11,1,6,2,3,,53,1,,15,23,18,4,1,,3,,2,,,,,,,,,,3
5,10,10,13,,8,6,36,7,2,2,,1,,74,,,14,31,8,4,10,7,2,,1,,,,1,,,,,,
5,5,1,7,,2,4,7,,,,,,,22,,,3,8,3,7,,,2,,,,,,,,,,,,3
5,5,1,7,,2,4,7,,,,,,,22,,,3,8,3,7,,,2,,,,,,,,,,,,3
5,8,21,7,,,8,,4,4,,,3,9,28,4,,8,22,4,8,,30,2,,,,,,,,,,,,
5,7,2,2,,,6,7,1,,3,,6,1,26,1,,4,16,4,7,,,,,,,,,,,,,,,
5,6,5,10,,2,18,17,15,5,3,1,,,54,1,,4,30,8,19,,1,4,,1,,,,,,2,,,,
5,1,1,1,,,4,7,2,6,,1,,,18,,,4,13,2,5,1,,2,,,,1,,,,,,,,
5,2,,1,,,1,5,3,,1,,,,46,,,3,29,1,2,,,,,,,,,,,,,,,
5,4,7,3,,,11,8,2,1,,,,2,7,,,2,9,2,7,1,1,,1,1,,,,,,,,,,
5,9,3,1,1,3,20,15,5,5,,,,5,30,4,,11,7,6,9,2,6,,,,,,,,,,,,,
5,,,,,,,35,,,,,,,19,,,,12,,,,,,,,,,,,,,,,,
5,4,2,11,,9,25,37,31,10,7,2,,1,115,1,,14,48,13,21,,2,,2,1,,,,,,,,,1,
5,14,10,6,,,25,44,7,6,3,,,,95,1,,9,72,33,12,6,2,5,,2,,,,,,3,,,,
5,5,7,3,,,14,37,6,5,,,,1,71,,,11,64,7,16,,3,1,,,,,,1,,,,,,
5,5,7,3,,,14,37,6,5,,,,1,71,,,11,64,7,16,,3,1,,,,,,1,,,,,,
5,31,8,3,,,20,26,7,4,2,,,1,44,2,,12,67,6,49,,3,1,,,,,,,,,,,,
5,5,3,2,,,3,22,1,3,1,,,,36,3,,2,36,4,2,,1,1,,,,,,3,,,,,,1
5,12,2,1,,2,18,24,1,1,3,,,2,25,1,,5,11,13,11,,1,2,1,,,1,,,,,,,,
5,3,7,12,,2,18,25,11,3,6,1,,,54,,,3,19,11,17,,1,2,,1,,,,,,,,,,
5,5,1,2,,,11,5,3,2,,1,,,25,1,,1,33,4,2,,1,,,,,,,,,,,,,
5,3,,5,,1,13,16,6,3,9,,,,30,,,52,48,9,5,2,1,,,,,,,,,,,,,
5,12,15,23,,,4,14,13,9,,2,3,1,48,1,,16,65,4,26,1,,,1,,,,,,,,,,,
5,13,6,6,,1,15,21,8,3,,5,10,3,35,,,12,38,8,16,,1,3,,,,,,,,,,,,
5,13,14,6,,,11,9,14,2,2,5,,,17,2,,7,18,2,21,,,6,,,,,,,,,,,,
5,11,7,6,,2,28,36,14,1,1,2,2,,74,3,29,15,82,5,16,7,1,2,,,,,,1,,,,,,
5,11,9,11,,3,23,26,4,3,3,4,,,65,,,17,46,10,19,,1,2,,2,,1,,,1,,,,,
5,11,9,11,,3,23,26,5,3,3,4,,,65,,,17,48,10,19,,1,2,,2,,1,,,1,,,,,
5,20,16,16,,4,33,38,7,5,6,5,4,,73,1,,15,56,15,38,5,4,2,2,1,,,,,,,,,,
5,5,4,1,,,3,15,1,2,,14,1,1,46,,,3,38,21,5,,,1,,,,,,,,,,,,
5,14,,,,4,8,7,2,,14,2,,,36,,7,8,40,,3,2,2,2,,,,,,,,,,,,
5,,,,,,22,5,5,,2,,,,18,,,,13,1,22,,,,,,,,,,,,,,,
5,9,5,5,1,12,30,16,4,2,2,1,3,1,18,,,31,19,3,33,5,1,3,,,,,,,,,,,,
5,28,,7,,2,5,14,3,4,2,,3,2,28,,,22,43,5,7,,2,,,1,,,,,,,,,,
5,3,5,8,1,3,8,10,9,2,,2,2,1,13,,1,8,24,2,15,,1,3,,2,,,,,,,,,,
5,2,20,,,,10,8,21,,1,2,2,,40,,,3,34,13,14,,,,4,2,,,1,,1,,,,,
5,1,,10,,,7,9,1,1,3,2,,,15,,,1,12,7,12,1,2,2,,,,,,,,,,,,
5,1,,4,,,17,36,2,3,,1,,,56,,,8,17,7,,,,,,,,,,3,,,,,,
5,1,3,3,,,7,12,2,7,,6,,,20,,,50,55,14,7,,,,,,,,,,,,,,,
5,6,11,4,,1,17,33,8,5,2,3,,5,75,1,,9,55,4,12,,,2,,1,,,,,,,,,,
5,,,,,,,,5,,,3,,,26,,,,9,1,,,,,,,,,,,,,,,,
5,12,1,3,,1,11,12,10,,,,3,,32,,,3,26,2,7,1,,1,1,,,,,,,,,,,
5,4,4,5,,3,8,9,8,1,3,,,,31,1,,5,32,8,8,5,4,1,,1,,,,,,,,,,
5,2,3,2,,1,6,18,8,3,,2,,5,44,,,5,32,4,5,,,,,2,,,,,,,,,,
5,6,5,11,,5,15,12,10,3,2,6,1,,62,2,,5,70,8,13,,,1,,1,,4,,1,,,,,,
5,6,,5,,1,12,8,5,2,3,2,1,,32,,1,5,17,4,7,,1,1,,,,,,,,,,1,,
5,13,9,4,,3,13,13,9,1,,27,,3,51,1,,4,37,7,14,,1,2,,1,,,,,,,,,,
5,6,1,10,,,9,12,7,2,1,3,,,66,,,6,35,7,7,1,,,,,,,,,,,,,,
5,38,4,3,6,2,9,19,14,3,1,4,10,,29,7,2,12,27,2,10,1,3,,,1,,,,,,,,,,
5,4,2,12,,11,11,8,2,2,1,2,1,,26,,,5,62,2,8,1,1,4,,,,,,,,,,,,
5,10,9,3,,4,9,19,2,3,3,2,,2,46,,,1,24,12,2,,5,6,,,,2,,,,,,,,
5,6,,2,,,9,1,,,,4,,,13,,3,1,8,2,10,,2,,,,,,,,,,,,,
